,flag,perclose,eye_total,mouse_total,node_total
0,1,5.333333333333334,17,1,0
1,0,3.3333333333333335,9,0,0
2,1,3.0,8,1,0
3,0,3.3333333333333335,10,0,0
4,0,2.944444444444444,9,0,0
