,flag,perclose,eye_total,mouse_total,node_total
0,0,2.4444444444444446,5,0,0
1,1,8.61111111111111,21,6,5
2,0,8.11111111111111,24,0,0
3,0,3.0555555555555554,9,0,0
4,0,4.277777777777778,12,0,0
5,0,3.5555555555555554,10,0,0
6,1,10.11111111111111,26,5,10
7,0,2.388888888888889,0,0,2
8,0,8.222222222222223,18,0,0
9,1,8.444444444444445,23,2,0
10,1,15.833333333333332,30,6,2
11,0,6.555555555555556,13,0,2
12,1,4.388888888888888,8,4,5
13,0,3.5000000000000004,6,0,0
14,0,5.611111111111111,14,0,0
