,flag,perclose,eye_total,mouse_total,node_total
0,0,0.5524861878453038,1,0,0
1,0,1.2154696132596685,0,0,0
2,0,3.2044198895027622,5,0,0
3,0,4.088397790055249,7,0,0
4,0,2.209944751381215,4,0,0
5,0,0.6629834254143646,1,0,0
6,0,4.972375690607735,10,0,0
7,0,2.541436464088398,2,0,0
8,0,2.7624309392265194,2,0,0
9,0,2.0994475138121547,2,0,0
10,0,1.3259668508287292,2,0,0
11,0,2.209944751381215,1,0,0
12,0,0.7734806629834254,1,0,0
13,0,0.3314917127071823,0,0,0
14,0,0.8839779005524863,0,0,0
15,0,0.8839779005524863,1,0,0
16,0,2.209944751381215,5,0,0
17,0,0.6629834254143646,0,0,0
18,1,0.6629834254143646,0,2,5
19,1,0.3314917127071823,0,2,1
20,0,0.5524861878453038,0,0,0
21,0,0.7734806629834254,1,0,0
22,0,0.22099447513812157,0,0,0
23,1,3.6464088397790055,1,1,0
24,0,0.3314917127071823,0,0,0
25,0,1.9889502762430937,2,0,0
26,0,0.6629834254143646,0,0,0
27,0,0.6629834254143646,1,0,0
28,0,0.9944751381215469,0,0,0
29,0,0.8839779005524863,0,0,0
30,0,0.5524861878453038,0,0,0
31,0,0.6629834254143646,0,0,0
32,0,0.8839779005524863,0,0,0
33,0,1.1049723756906076,1,0,0
34,0,1.4364640883977902,0,0,0
35,0,0.44198895027624313,0,0,0
36,0,1.1049723756906076,0,0,0
37,0,0.3314917127071823,0,0,0
38,0,0.11049723756906078,0,0,0
39,0,1.1049723756906076,0,0,0
40,0,0.8839779005524863,0,0,0
41,0,0.22099447513812157,0,0,0
42,0,0.7734806629834254,0,0,0
43,0,1.6574585635359116,1,0,0
44,0,0.9944751381215469,2,0,0
45,0,1.4364640883977902,2,0,0
46,0,1.1049723756906076,0,0,0
47,0,1.1049723756906076,0,0,0
48,0,1.1049723756906076,1,0,0
49,0,0.7734806629834254,1,0,0
50,0,1.8784530386740332,0,0,0
51,1,3.314917127071823,3,3,0
52,1,1.8784530386740332,0,2,0
53,0,1.3259668508287292,0,0,0
54,0,1.5469613259668509,1,0,0
55,0,0.8839779005524863,0,0,0
56,0,1.9889502762430937,2,0,0
57,0,1.5469613259668509,1,0,0
58,0,0.44198895027624313,0,0,0
